,Latitude,Longitude,Region,Council,Ward,Population
7586,-1.5135277,33.8038021,MARA,Musoma MC,Nyasho,569
7587,-1.5139824,33.8042285,MARA,Musoma MC,Nyasho,542
7588,-1.534541,33.85516,MARA,Musoma MC,Bweri,175
7589,-1.532149,33.817767,MARA,Musoma MC,Rwamlimi,1214
7590,-1.532119,33.817757,MARA,Musoma MC,Rwamlimi,1531
7591,-1.495043,33.7777851,MARA,Musoma MC,Makoko,46
7592,-1.5127721,33.7986557,MARA,Musoma MC,Rwamlimi,372
7593,-1.4913968,33.8062257,MARA,Musoma MC,Mkendo,394
7594,-1.5319846,33.794414,MARA,Musoma MC,Kwangwa,441
7595,-1.4142728,34.1235233,MARA,Rorya,Koryo,155
7596,-1.3956622,33.8812393,MARA,Rorya,Baraki,991
7597,-1.07543308,34.07641749,MARA,Rorya,Bukura,826
7598,-1.2202088,33.90011,MARA,Rorya,Nyamagaro,950
7599,-1.2206688,33.8875832,MARA,Rorya,Nyamagaro,1339
7600,-1.2026894,34.3468438,MARA,Rorya,Ikoma,981
7601,-1.24558809,34.08305071,MARA,Rorya,Kigunga,373
7602,-1.16995604,34.14531307,MARA,Rorya,Bukura,485
7603,-1.33720142,34.2494275,MARA,Rorya,Bukwe,689
7604,-1.2992861,33.9562589,MARA,Rorya,Nyamtinga,669
7605,-1.4171987,34.4008293,MARA,Rorya,Rabour,575
7606,-1.1908685,34.1146128,MARA,Rorya,Bukura,618
7607,-1.2386834,34.2233351,MARA,Rorya,Mirare,932
7608,-1.1600505,34.2031726,MARA,Rorya,Kitembe,597
7609,-1.3838225,34.1360224,MARA,Rorya,Nyaburongo,535
7610,-1.07272,34.07766,MARA,Rorya,Bukura,228
7611,-1.2252278,34.1579669,MARA,Rorya,Kitembe,371
7612,-1.11554517,34.0288096,MARA,Rorya,Tai,206
7613,-1.164921,34.060791,MARA,Rorya,Tai,126
7614,-1.3680351,33.9626278,MARA,Rorya,Baraki,574
7615,-1.2737547,33.9197922,MARA,Rorya,Kyangasaga,957
7616,-1.0879809,34.0954435,MARA,Rorya,Bukura,906
7617,-1.277262,34.1997494,MARA,Rorya,Mirare,799
7618,-1.2645158,34.1555046,MARA,Rorya,Mirare,998
7619,-1.2898429,34.1703616,MARA,Rorya,Mirare,3493.5
7620,-1.422225,33.962389,MARA,Rorya,Komuge,876
7621,-1.49005675,34.06319512,MARA,Rorya,Rabour,192
7622,-1.4368025,34.0527634,MARA,Rorya,Rabour,440
7623,-1.3790884,34.2557462,MARA,Rorya,Bukwe,511
7624,-1.423683,33.819538,MARA,Rorya,Nyamunga,1013
7625,-1.2946304,33.9728604,MARA,Rorya,Kirogo,543
7626,-1.33259498,34.0220176,MARA,Rorya,Kirogo,529
7627,-1.067946,34.078522,MARA,Rorya,Bukura,217
7628,-1.4306057,34.0910525,MARA,Rorya,Kisumwa,444
7629,-1.2003635,34.1796146,MARA,Rorya,Kitembe,703
7630,-1.1740008,34.3038159,MARA,Rorya,Ikoma,877
7631,-1.4515232,33.904348,MARA,Rorya,Komuge,875
7632,-1.3519933,34.3009674,MARA,Rorya,Bukwe,77
7633,-1.3406099,34.2824586,MARA,Rorya,Bukwe,448
7634,-1.5124912,34.0430378,MARA,Rorya,Kisumwa,502
7635,-1.48920366,33.98575987,MARA,Rorya,Komuge,644
7636,-1.5000016,34.0848099,MARA,Rorya,Kisumwa,434
7637,-1.479862,33.966984,MARA,Rorya,Baraki,775
7638,-1.4896541,33.8970793,MARA,Rorya,Komuge,596
7639,-1.3421239,33.9092,MARA,Rorya,Baraki,696
7640,-1.1880562,34.0750651,MARA,Rorya,Raranya,728
7641,-1.34926,33.82265,MARA,Rorya,Kyang'ombe,954
7642,-1.2119267,34.1032901,MARA,Rorya,Raranya,349
7643,-1.4093777,34.0579741,MARA,Rorya,Rabour,450
7644,-1.21970724,34.05803795,MARA,Rorya,Kinyenche,475
7645,-1.3150978,34.0808554,MARA,Rorya,Kigunga,728
7646,-1.1801883,34.2068433,MARA,Rorya,Kitembe,591
7647,-1.1223984,33.9765917,MARA,Rorya,Tai,613
7648,-1.1637333,34.0296067,MARA,Rorya,Mkoma,291
7649,-1.30853978,34.25225716,MARA,Rorya,Koryo,623
7650,-1.2340631,33.9529025,MARA,Rorya,Nyamtinga,694
7651,-1.1894159,33.9732559,MARA,Rorya,Nyahongo,1154
7652,-1.36355211,34.14478053,MARA,Rorya,Nyathorogo,417
7653,-1.485047,34.1512051,MARA,Rorya,Kisumwa,566
7654,-1.4697889,34.005277,MARA,Rorya,Rabour,506
7655,-1.32451419,34.1090691,MARA,Rorya,Kigunga,432
7656,-1.3122688,34.0439608,MARA,Rorya,Kigunga,450
7657,-1.1351127,34.0270567,MARA,Rorya,Tai,1003
7658,-1.3022511,34.2206049,MARA,Rorya,Mkoma,500
7659,-1.364343,34.2570935,MARA,Rorya,Bukwe,717
7660,-1.1351127,34.0270567,MARA,Rorya,Tai,2211
7661,-1.1729831,33.9987071,MARA,Rorya,Nyahongo,893
7662,-1.4093252,33.7963522,MARA,Rorya,Nyamunga,1735
7663,-1.1502683,34.0299309,MARA,Rorya,Mkoma,767
7664,-1.3453392,34.1121214,MARA,Rorya,Nyaburongo,781
7665,-1.3776975,34.0065997,MARA,Rorya,Kirogo,409
7666,-1.24946,33.90425,MARA,Rorya,Nyamagaro,1065
7667,-1.4561672,33.8651985,MARA,Rorya,Kyang'ombe,685
7668,-1.3227599,33.9948341,MARA,Rorya,Kirogo,412
7669,-1.1762866,34.0391316,MARA,Rorya,Mkoma,1078
7670,-1.1119345,34.21122,MARA,Rorya,Roche,798
7671,-1.22898018,34.02646185,MARA,Rorya,Kinyenche,797
7672,-1.1268594,34.0940992,MARA,Rorya,Tai,923
7673,-1.2309507,33.9866052,MARA,Rorya,Nyahongo,630
7674,-1.2473476,33.908394,MARA,Rorya,Kyangasaga,862
7675,-1.1262443,34.0474805,MARA,Rorya,Tai,964
7676,-1.1861642,34.2872687,MARA,Rorya,Ikoma,804
7677,-1.0639421,34.07488079,MARA,Rorya,Raranya,427
7678,-1.1336346,34.1233474,MARA,Rorya,Bukura,560
7679,-1.25931794,33.89128197,MARA,Rorya,Kyangasaga,935
7680,-1.1556478,34.2630143,MARA,Rorya,Goribe,669
7681,-1.4533519,34.1244563,MARA,Rorya,Kisumwa,987
7682,-1.301581,34.22167073,MARA,Rorya,Koryo,1047
7683,-1.4325957,34.1673546,MARA,Rorya,Kisumwa,497
7684,-1.2580411,34.0081894,MARA,Rorya,Nyamtinga,704
7685,-1.38545774,34.17870422,MARA,Rorya,Nyathorogo,433
7686,-1.3741495,34.2281684,MARA,Rorya,Bukwe,564
7687,-1.3391558,33.8632583,MARA,Rorya,Kyang'ombe,1017
7688,-1.3782724,34.0895289,MARA,Rorya,Nyaburongo,824
7689,-1.1632336,34.0394876,MARA,Rorya,Mkoma,1257
7690,-1.4137484,34.1520306,MARA,Rorya,Nyaburongo,315
7691,-1.369895,34.308756,MARA,Rorya,Bukwe,280
7692,-1.47568874,34.04002862,MARA,Rorya,Rabour,462
7693,-1.43301914,34.02325853,MARA,Rorya,Rabour,450
7694,-1.2596551,34.0337529,MARA,Rorya,Kinyenche,640
7695,-1.2589568,34.0338789,MARA,Rorya,Kinyenche,527
7696,-1.3715352,34.1847534,MARA,Rorya,Nyathorogo,522
7697,-1.131708,34.15855665,MARA,Rorya,Roche,618
7698,-1.137113,34.22537,MARA,Rorya,Goribe,1019
7699,-1.2473283,34.2255633,MARA,Rorya,Mirare,226
7700,-1.282105,34.007538,MARA,Rorya,Kirogo,545
7701,-1.2991852,34.1260708,MARA,Rorya,Kigunga,1001
7702,-1.153355,34.10429,MARA,Rorya,Raranya,837
7703,-1.1006031,34.1886099,MARA,Rorya,Roche,380
7704,-1.1908022,34.2491074,MARA,Rorya,Goribe,649
7705,-1.09720125,34.17730132,MARA,Rorya,Roche,433
7706,-1.35056,33.82452,MARA,Rorya,Kyang'ombe,745
7707,-1.21328874,33.94941943,MARA,Rorya,Nyamtinga,1109
7708,-1.2099582,34.0244071,MARA,Rorya,Nyahongo,633
7709,-1.37574944,34.16187985,MARA,Rorya,Nyathorogo,346
7710,-1.1471217,34.0289117,MARA,Rorya,Mkoma,394
7711,-1.2629346,33.9734898,MARA,Rorya,Nyamtinga,477
7712,-1.2616018,34.0984329,MARA,Rorya,Kigunga,742
7713,-1.11959779,34.0000246,MARA,Rorya,Tai,880
7714,-1.3680351,33.9626278,MARA,Rorya,Baraki,107
7715,-1.218009,34.2126249,MARA,Rorya,Mirare,437
7716,-1.206647,34.2548679,MARA,Rorya,Goribe,559
7717,-1.10331609,34.12712956,MARA,Rorya,Bukura,450
7718,-1.125459,34.041591,MARA,Rorya,Tai,386
7719,-1.4142729,34.1235235,MARA,Rorya,Kisumwa,256
7720,-1.3288176,34.2054202,MARA,Rorya,Koryo,759
7721,-1.7402426,34.5622992,MARA,Serengeti,Kebanchebanche,400
7722,-1.796877,34.8062166,MARA,Serengeti,Sedeco,761
7723,-1.8783855,34.785248,MARA,Serengeti,Sedeco,1067
7724,-1.53166976,34.51760112,MARA,Serengeti,Kisaka,871
7725,-1.8938806,34.6406815,MARA,Serengeti,Uwanja wa Ndege,581
7726,-1.8328648,34.6847978,MARA,Serengeti,Busawe,539
7727,-1.89519195,34.66017445,MARA,Serengeti,Manchira,558
7728,-1.6913031,34.2840133,MARA,Serengeti,Kenyamonta,583
7729,-1.8262962,34.6541994,MARA,Serengeti,Mugumu,322
7730,-2.08478931,34.63840558,MARA,Serengeti,Ikoma,34
7731,-1.7438523,34.6056366,MARA,Serengeti,Rung'abure,1255
7732,-1.7090265,34.620873,MARA,Serengeti,Rung'abure,637
7733,-1.6652879,34.640354,MARA,Serengeti,Rung'abure,425
7734,-1.8466342,34.6702924,MARA,Serengeti,Morotonga,304
7735,-1.8356721,34.3095179,MARA,Serengeti,Nyambureti,1162
7736,-1.610259,34.28703,MARA,Serengeti,Kenyamonta,674
7737,-1.8096611,34.6670659,MARA,Serengeti,Matare,624
7738,-2.011432653,34.32879885,MARA,Serengeti,Nagusi,944
7739,-1.5882775,34.4240972,MARA,Serengeti,Busawe,910
7740,-1.6940332,34.2830143,MARA,Serengeti,Kenyamonta,276
7741,-1.5771939,34.3744703,MARA,Serengeti,Majimoto,921
7742,-1.783476,34.6235167,MARA,Serengeti,Geitasamo,412
7743,-1.8329914,34.6845162,MARA,Serengeti,Stendi kuu,659
7744,-1.83299142,34.68451621,MARA,Serengeti,Stendi kuu,866
7745,-1.69155419,34.5658489,MARA,Serengeti,Kebanchebanche,860
7746,-1.8618742,34.7227496,MARA,Serengeti,Kisangura,777
7747,-1.7240945,34.4106373,MARA,Serengeti,Ring'wani,594
7748,-1.7913154,34.4028529,MARA,Serengeti,Nyamatare,553
7749,-1.8552567,34.5303589,MARA,Serengeti,Mosongo,639
7750,-1.7169757,34.2668664,MARA,Serengeti,Kenyamonta,719
7751,-1.7285955,34.4949949,MARA,Serengeti,Ring'wani,471
7752,-1.7075633,34.460145,MARA,Serengeti,Ring'wani,3493.5
7753,-1.7959542,34.3443407,MARA,Serengeti,Nyambureti,531
7754,-1.9611751,34.3782569,MARA,Serengeti,Rigicha,823
7755,-1.9676542,34.5059712,MARA,Serengeti,Natta,814
7756,-1.8237389,34.7126252,MARA,Serengeti,Kisangura,694
7757,-1.83272308,34.68462838,MARA,Serengeti,Nyamoko,643
7758,-1.543116,34.463607,MARA,Serengeti,Kisaka,1259
7759,-1.8335706,34.7237474,MARA,Serengeti,Kisangura,670
7760,-1.6545603,34.6126932,MARA,Serengeti,Nyansurura,613
7761,-1.7400656,34.6736838,MARA,Serengeti,Mbalibali,535
7762,-1.6606162,34.53583,MARA,Serengeti,Kebanchebanche,328
7763,-1.9437664,34.4008847,MARA,Serengeti,Natta,388
7764,-1.7761569,34.7041584,MARA,Serengeti,Mbalibali,764
7765,-1.8461856,34.6624766,MARA,Serengeti,Mosongo,468
7766,-1.827868,34.61510362,MARA,Serengeti,Nyamoko,624
7767,-1.8395904,34.6719986,MARA,Serengeti,Morotonga,639
7768,-1.8180328,34.7107463,MARA,Serengeti,Machochwe,1601
7769,-1.81223781,34.37142668,MARA,Serengeti,Nyambureti,1050
7770,-1.6702924,34.6924988,MARA,Serengeti,Machochwe,712
7771,-1.7471302,34.3286917,MARA,Serengeti,Magange,673
7772,-1.6792976,34.2964158,MARA,Serengeti,Kenyamonta,417
7773,-1.9433671,34.5813601,MARA,Serengeti,Kyambahi,576
7774,-1.6495124,34.3293937,MARA,Serengeti,Majimoto,99
7775,-2.0509311,34.4667266,MARA,Serengeti,Natta,412
7776,-1.700861,34.6829653,MARA,Serengeti,Machochwe,273
7777,-1.8478588,34.6643938,MARA,Serengeti,Mugumu,790
7778,-1.8333766,34.6639433,MARA,Serengeti,Mugumu,3493.5
7779,-1.6025902,34.5717371,MARA,Serengeti,Nyansurura,472
7780,-1.789837,34.5463001,MARA,Serengeti,Nyamoko,701
7781,-1.7447445,34.7487861,MARA,Serengeti,Mbalibali,580
7782,-1.62960941,34.58328787,MARA,Serengeti,Nyansurura,433
7783,-1.8189507,34.6700288,MARA,Serengeti,Matare,559
7784,-1.7415666,34.7128137,MARA,Serengeti,Mbalibali,912
7785,-1.8411725,34.8125925,MARA,Serengeti,Sedeco,471
7786,-1.6313445,34.6551809,MARA,Serengeti,Nyansurura,842
7787,-1.6162555,34.6336447,MARA,Serengeti,Nyansurura,507
7788,-1.67697489,34.31881527,MARA,Serengeti,Kenyamonta,795
7789,-1.6968021,34.29111305,MARA,Serengeti,Kenyamonta,310
7790,-1.9049396,34.6952715,MARA,Serengeti,Manchira,426
7791,-1.9785679,34.4612936,MARA,Serengeti,Natta,210
7792,-1.7405804,34.3609836,MARA,Serengeti,Magange,793
7793,-1.8722432,34.3775825,MARA,Serengeti,Nyambureti,1307
7794,-1.86186166,34.6728907,MARA,Serengeti,Morotonga,523
7795,-1.9181663,34.4501633,MARA,Serengeti,Mosongo,958
7796,-2.0071215,34.4230437,MARA,Serengeti,Natta,736
7797,-1.847175,34.680545,MARA,Serengeti,Stendi kuu,722
7798,-1.8471713,34.6779096,MARA,Serengeti,Stendi kuu,3493.5
7799,-1.7346228,34.5173333,MARA,Serengeti,Kebanchebanche,523
7800,-2.0248576,34.4494839,MARA,Serengeti,Natta,781
7801,-1.8231498,34.6189718,MARA,Serengeti,Uwanja wa Ndege,579
7802,-1.6838028,34.5847593,MARA,Serengeti,Nyansurura,230
7803,-1.7114856,34.5173673,MARA,Serengeti,Kebanchebanche,451
7804,-2.0073503,34.4995685,MARA,Serengeti,Natta,869
7805,-1.6878856,34.7061241,MARA,Serengeti,Machochwe,1232
7806,-1.6157432,34.3684701,MARA,Serengeti,Majimoto,916
7807,-1.8195464,34.4895865,MARA,Serengeti,Nyamatare,537
7808,-1.8099334,34.4235492,MARA,Serengeti,Mosongo,602
7809,-1.8722416,34.3301435,MARA,Serengeti,Nyambureti,712
7810,-1.7880701,34.7557104,MARA,Serengeti,Sedeco,981
7811,-1.9719585,34.3311746,MARA,Serengeti,Issenye,725
7812,-1.6741158,34.4475303,MARA,Serengeti,Ring'wani,617
7813,-1.79096823,34.64188339,MARA,Serengeti,Geitasamo,681
7814,-1.820525,34.567155,MARA,Serengeti,Nyamoko,427
7815,-1.8963954,34.3079272,MARA,Serengeti,Rigicha,657
7816,-1.5369316,34.4298149,MARA,Serengeti,Kisaka,622
7817,-1.6184134,34.60446073,MARA,Serengeti,Nyansurura,649
7818,-1.6355818,34.4992253,MARA,Serengeti,Ring'wani,705
7819,-1.8829698,34.5645218,MARA,Serengeti,Kyambahi,586
7820,-1.9955735,34.3590787,MARA,Serengeti,Issenye,971
7821,-1.5392301,34.5025159,MARA,Serengeti,Kisaka,1059
7822,-1.9034164,34.5936269,MARA,Serengeti,Kyambahi,295
7823,-1.9039189,34.5078317,MARA,Serengeti,Mosongo,592
7824,-1.9517353,34.6597437,MARA,Serengeti,Ikoma,422
7825,-1.7488515,34.2729156,MARA,Serengeti,Magange,906
7826,-1.9283745,34.3490163,MARA,Serengeti,Rigicha,927
7827,-1.7740328,34.4170457,MARA,Serengeti,Nyamatare,744
7828,-2.15084456,34.67967342,MARA,Serengeti,Ikoma,444
7829,-1.7498912,34.619912,MARA,Serengeti,Rung'abure,729
7830,-1.8845655,34.7302486,MARA,Serengeti,Manchira,896
7831,-2.4352699,34.8217544,MARA,Serengeti,Ikoma,3493.5
7832,-2.01982252,34.38119292,MARA,Serengeti,Nagusi,683
7833,-1.6584017,34.550068,MARA,Serengeti,Kebanchebanche,286
7834,-1.8340747,34.7925368,MARA,Serengeti,Kisangura,3493.5
7835,-1.7656557,34.779845,MARA,Serengeti,Mbalibali,542
7836,-1.8822139,34.605501,MARA,Serengeti,Uwanja wa Ndege,561
7837,-1.847777778,34.66155556,MARA,Serengeti,Morotonga,277
7838,-1.9153961,34.3882726,MARA,Serengeti,Rigicha,624
7839,-1.9318594,34.6888497,MARA,Serengeti,Manchira,316
7840,-1.3849469,34.2872073,MARA,Tarime,Manga,886
7841,-1.3940319,34.6303893,MARA,Tarime,Muriba,284
7842,-1.3502098,34.3698972,MARA,Tarime,Manga,871
7843,-1.472365,34.6086062,MARA,Tarime,Nyarukoba,1321
7844,-1.3219489,34.5863189,MARA,Tarime,Ganyange,570
7845,-1.3178556,34.5718301,MARA,Tarime,Mbogi,693
7846,-1.4025497,34.6618914,MARA,Tarime,Muriba,744
7847,-1.3945526,34.5833984,MARA,Tarime,Nyamwaga,131
7848,-1.2542412,34.4740589,MARA,Tarime,Gwitiryo,361
7849,-1.3509033,34.5964523,MARA,Tarime,Ganyange,138
7850,-1.4326974,34.6108913,MARA,Tarime,Nyarukoba,1099
7851,-1.4331808,34.6729459,MARA,Tarime,Gorong'a,500
7852,-1.5283908,34.6493841,MARA,Tarime,Kwihancha,848
7853,-1.3747516,34.6072294,MARA,Tarime,Nyamwaga,683
7854,-1.2542414,34.4740589,MARA,Tarime,Gwitiryo,780
7855,-1.254578,34.458086,MARA,Tarime,Regicheri,473
7856,-1.4155959,34.6634612,MARA,Tarime,Itiryo,276
7857,-1.3904745,34.6825436,MARA,Tarime,Itiryo,1185
7858,-1.2837667,34.5164588,MARA,Tarime,Pemba,784
7859,-1.3906278,34.6438368,MARA,Tarime,Muriba,659
7860,-1.4119282,34.6815886,MARA,Tarime,Itiryo,764
7861,-1.5197852,34.68073,MARA,Tarime,Kwihancha,595
7862,-1.3671841,34.4598537,MARA,Tarime,Binagi,619
7863,-1.3397531,34.517013,MARA,Tarime,Nyakonga,799
7864,-1.4229566,34.7473883,MARA,Tarime,Nyanungu,163
7865,-1.2569182,34.4785624,MARA,Tarime,Nyamwaga,539
7866,-1.3965515,34.5308567,MARA,Tarime,Nyarero,725
7867,-1.4421511,34.2849061,MARA,Tarime,Manga,598
7868,-1.4335098,34.7131174,MARA,Tarime,Gorong'a,977
7869,-1.3549517,34.3668185,MARA,Tarime,Matongo,646
7870,-1.4820056,34.5510733,MARA,Tarime,Kemambo,678
7871,-1.260853,34.4743468,MARA,Tarime,Sirari,1576
7872,-1.4141989,34.1870298,MARA,Tarime,Kiore,755
7873,-1.468139,34.525826,MARA,Tarime,Kemambo,1314
7874,-1.4170653,34.4407984,MARA,Tarime,Kibasuka,459
7875,-1.2538931,34.3599088,MARA,Tarime,Susuni,671
7876,-1.3566014,34.6170773,MARA,Tarime,Nyamwaga,797
7877,-1.2272582,34.3684397,MARA,Tarime,Susuni,662
7878,-1.2704734,34.4844661,MARA,Tarime,Mbogi,583
7879,-1.4428558,34.6596413,MARA,Tarime,Gorong'a,584
7880,-1.2916589,34.2884121,MARA,Tarime,Bumera,798
7881,-1.3296471,34.274737,MARA,Tarime,Bumera,306
7882,-1.3724249,34.6649054,MARA,Tarime,Muriba,582
7883,-1.4310015,34.1992995,MARA,Tarime,Komaswa,601
7884,-1.2612651,34.3972026,MARA,Tarime,Mwema,595
7885,-1.2282223,34.4155036,MARA,Tarime,Mwema,526
7886,-1.2533383,34.4816833,MARA,Tarime,Sirari,214
7887,-1.3905342,34.6433355,MARA,Tarime,Muriba,657
7888,-1.2063084,34.385234,MARA,Tarime,Mwema,733
7889,-1.5283908,34.6493841,MARA,Tarime,Kwihancha,667
7890,-1.4850137,34.5239711,MARA,Tarime,Matongo,855
7891,-1.32194836,34.58631886,MARA,Tarime,Ganyange,668
7892,-1.2621385,34.279904,MARA,Tarime,Bumera,479
7893,-1.2938385,34.4881501,MARA,Tarime,Pemba,601
7894,-1.3671841,34.4598537,MARA,Tarime,Binagi,381
7895,-1.3572161,34.5541604,MARA,Tarime,Nyakonga,805
7896,-1.3962032,34.5833664,MARA,Tarime,Nyamwaga,719
7897,-1.2560233,34.4798283,MARA,Tarime,Sirari,429
7898,-1.5500037,34.8338681,MARA,Tarime,Nyanungu,1181
7899,-1.3757499,34.4817457,MARA,Tarime,Binagi,216
7900,-1.459065,34.506442,MARA,Tarime,Matongo,359
7901,-1.2525116,34.4707833,MARA,Tarime,Sirari,210
7902,-1.4464007,34.6170773,MARA,Tarime,Gorong'a,1071
7903,-1.266832,34.4503881,MARA,Tarime,Regicheri,192
7904,-1.4408585,34.3485566,MARA,Tarime,Kiore,516
7905,-1.3630028,34.4311203,MARA,Tarime,Gorong'a,534
7906,-1.2378688,34.3282979,MARA,Tarime,Susuni,1054
7907,-1.468139,34.525826,MARA,Tarime,Matongo,559
7908,-1.4674905,34.4715043,MARA,Tarime,Matongo,572
7909,-1.4066838,34.4625494,MARA,Tarime,Kibasuka,378
7910,-1.4688421,34.5679927,MARA,Tarime,Kemambo,516
7911,-1.3507235,34.3697896,MARA,Tarime,Muriba,1060
7912,-1.3566384,34.6371416,MARA,Tarime,Nyasincha,541
7913,-1.2375643,34.4074923,MARA,Tarime,Mwema,452
7914,-1.4820056,34.5510733,MARA,Tarime,Kemambo,752
7915,-1.2441012,34.4484441,MARA,Tarime,Regicheri,1379
7916,-1.4408585,34.3485566,MARA,Tarime,Kiore,508
7917,-1.3552811,34.5987006,MARA,Tarime,Ganyange,705
7918,-1.4850136,34.523971,MARA,Tarime,Matongo,888
7919,-1.458775,34.5256353,MARA,Tarime,Kemambo,834
7920,-1.3504374,34.3698448,MARA,Tarime,Susuni,666
7921,-1.2837667,34.5164589,MARA,Tarime,Pemba,786
7922,-1.321702,34.543008,MARA,Tarime,Mbogi,676
7923,-1.52800591,34.58231113,MARA,Tarime,Kemambo,779
7924,-1.362222,34.361453,MARA,Tarime,Kiore,708
7925,-1.2608526,34.4743468,MARA,Tarime,Sirari,1089
7926,-1.3274774,34.6179355,MARA,Tarime,Ganyange,461
7927,-1.3572161,34.5541609,MARA,Tarime,Nyakonga,750
7928,-1.4065674,34.5080457,MARA,Tarime,Kibasuka,1143
7929,-1.436243,34.4853363,MARA,Tarime,Kibasuka,791
7930,-1.3100757,34.5273678,MARA,Tarime,Mbogi,567
7931,-1.4404267,34.3886408,MARA,Tarime,Kibasuka,346
7932,-1.2569182,34.4785624,MARA,Tarime,Nyamwaga,162
7933,-1.4062396,34.5471085,MARA,Tarime,Kibasuka,549
7934,-1.35635,34.6169793,MARA,Tarime,Nyamwaga,767
7935,-1.405285,34.7113781,MARA,Tarime,Nyanungu,1342
7936,-1.468139,34.525826,MARA,Tarime,Kemambo,1431
7937,-1.394552,34.583398,MARA,Tarime,Nyamwaga,618
7938,-1.3945526,34.5833984,MARA,Tarime,Nyamwaga,315
7939,-1.3721314,34.4613538,MARA,Tarime,Binagi,453
7940,-1.5500037,34.8338681,MARA,Tarime,Nyanungu,708
7941,-1.457198,34.512487,MARA,Tarime,Matongo,1182
7942,-1.3934845,34.6894819,MARA,Tarime,Itiryo,1047
7943,-1.4207732,34.5664218,MARA,Tarime,Nyamwaga,588
7944,-1.3541007,34.65013,MARA,Tarime,Nyasincha,840
7945,-1.4732448,34.6489624,MARA,Tarime,Gorong'a,705
7946,-1.3566383,34.6371416,MARA,Tarime,Nyasincha,433
7947,-1.3720483,34.5136733,MARA,Tarime,Nyarero,674
7948,-1.4170653,34.4407984,MARA,Tarime,Kibasuka,465
7949,-1.3176733,34.4641659,MARA,Tarime,Binagi,584
7950,-1.3820483,34.5136733,MARA,Tarime,Nyarero,670
7951,-1.2883638,34.4781501,MARA,Tarime,Pemba,735
7952,-1.4608343,34.5242784,MARA,Tarime,Kemambo,308
7953,-1.2897366,34.4291483,MARA,Tarime,Regicheri,424
7954,-1.2897366,34.4291483,MARA,Tarime,Regicheri,647
7955,-1.3757499,34.4817457,MARA,Tarime,Nyarero,566
7956,-1.2782638,34.4983723,MARA,Tarime,Pemba,526
7957,-1.2605838,34.4740218,MARA,Tarime,Sirari,1419
7958,-1.2503033,34.4774116,MARA,Tarime,Sirari,354
7959,-1.3502666,34.3698873,MARA,Tarime,Komaswa,461
7960,-1.3535765,34.4852792,MARA,Tarime,Nyarero,588
7961,-1.276711,34.4450241,MARA,Tarime,Regicheri,297
7962,-1.256343,34.4744053,MARA,Tarime,Sirari,304
7963,-1.3503409,34.366177,MARA,Tarime,Nyamwaga,215
7964,-1.4468116,34.6007251,MARA,Tarime,Gorong'a,192
7965,-1.255439,34.3017604,MARA,Tarime,Bumera,528
7966,-1.3721314,34.4613538,MARA,Tarime,Binagi,561
7967,-1.2844483,34.3234887,MARA,Tarime,Bumera,618
7968,-1.1414304,34.2187436,MARA,Tarime,Susuni,448
7969,-1.2708242,34.3829358,MARA,Tarime,Mwema,390
7970,-1.4404267,34.3886408,MARA,Tarime,Kibasuka,394
7971,-1.34023724,34.3830665,MARA,Tarime TC,Sabasaba,684
7972,-1.34642056,34.4391645,MARA,Tarime TC,Ketare,475
7973,-1.3353533,34.3712901,MARA,Tarime TC,Nyamisangura,916
7974,-1.3530913,34.3906983,MARA,Tarime TC,Turwa,2805
7975,-1.3518566,34.3635477,MARA,Tarime TC,Bomani,693
7976,-1.3489954,34.3267832,MARA,Tarime TC,Nyandoto,968
7977,-1.3315669,34.378796,MARA,Tarime TC,Nyamisangura,257
7978,-1.3438792,34.3783187,MARA,Tarime TC,Nkende,551
7979,-1.3392916,34.3815849,MARA,Tarime TC,Nyandoto,795
7980,-1.3882387,34.407067,MARA,Tarime TC,Kenyamanyori,796
7981,-1.375023,34.4169484,MARA,Tarime TC,Ketare,758
7982,-1.3393279,34.3815652,MARA,Tarime TC,Kenyamanyori,642
7983,-1.3082304,34.4084659,MARA,Tarime TC,Nkende,800
7984,-1.340037,34.3803194,MARA,Tarime TC,Sabasaba,790
7985,-1.3732725,34.4186727,MARA,Tarime TC,Ketare,493
7986,-1.3377554,34.3905232,MARA,Tarime TC,Sabasaba,216
7987,-1.3846632,34.3862184,MARA,Tarime TC,Kenyamanyori,758
7988,-1.3524489,34.3899552,MARA,Tarime TC,Turwa,1693
7989,-1.3748228,34.4168037,MARA,Tarime TC,Ketare,370
7990,-1.3501855,34.3861896,MARA,Tarime TC,Turwa,184
7991,-1.3258066,34.3894798,MARA,Tarime TC,Nkende,1627
7992,-1.3466176,34.4391961,MARA,Tarime TC,Ketare,406
7993,-1.3231651,34.4341929,MARA,Tarime TC,Ketare,355
7994,-1.3195287,34.3530945,MARA,Tarime TC,Nyandoto,435
7995,-1.34195032,34.37446258,MARA,Tarime TC,Nyamisangura,754
7996,-1.3257724,34.4171188,MARA,Tarime TC,Nkende,470
7997,-1.2848371,34.36716121,MARA,Tarime TC,Nyandoto,351
7998,-1.3786279,34.3582276,MARA,Tarime TC,Nyandoto,586
7999,-1.3524006,34.3899866,MARA,Tarime TC,Turwa,1979
8000,-1.3410803,34.3738251,MARA,Tarime TC,Nyamisangura,813
8001,-1.3401142,34.3804394,MARA,Tarime TC,Sabasaba,232
